id,condition_id,question,slug,outcomes,outcome_prices,clob_token_ids,volume,liquidity,active,closed,end_date,created_at,market_maker_address,_fetched_at,created_ts,end_ts,volume_num
516947,0xafc235557ace53ff0b0d2e93392314a7c3f3daab26a79050e985c11282f66df7,Maduro out in 2025?,maduro-out-in-2025-411,"[""Yes"", ""No""]","[""0"", ""1""]","[""45343480653694577807177505914664405669209636932459044719445554137639656106379"", ""41964567801082845894806819450184088025109907047152958677101366054975498213237""]",34641400.627049,0.0,True,True,2025-12-31 04:00:00-08:00,2024-12-31 10:11:41.090452-08:00,,2026-02-03 22:24:59.475633,2024-12-31 10:11:41.090452,2025-12-31 04:00:00,34641400.627049
508813,0x28624023f5d4a16e390ea851cb59ee009552043dacc5498eea2fdfd149826073,Will the Washington Wizards win the Eastern Conference?,will-the-washington-wizards-win-the-eastern-conference,"[""Yes"", ""No""]","[""0"", ""1""]","[""46982552830840401420601740929667856238894182106101384004703060309468670318209"", ""57847107378495767923470090840128697470372801132124953301643860359865473436155""]",32891504.500887,0.0,True,True,2025-06-05 05:00:00-07:00,2024-10-03 15:02:46.101791-07:00,,2026-02-03 22:24:52.078627,2024-10-03 15:02:46.101791,2025-06-05 05:00:00,32891504.500887
506730,0x951ead358ab84c4314b8a619593471d80c687cc0272015dddac97fa1094b860e,Aston Villa wins the Premier League?,aston-villa-wins-the-premier-league,"[""Yes"", ""No""]","[""0"", ""1""]","[""83156492313921775878087837698449837132415407819948472591171256258102686919964"", ""41245760353176617487677845735364435519089888071153271502972893057356920322520""]",32877839.687567,0.0,True,True,2025-05-25 05:00:00-07:00,2024-09-09 12:26:26.958579-07:00,,2026-02-03 22:24:50.543523,2024-09-09 12:26:26.958579,2025-05-25 05:00:00,32877839.687567
507312,0xb050853ef167805e2d876f5ada36f41c51f42006492f8d1dfc97572ca1c345f4,Will Slovan Bratislava win the UEFA Champions League?,will-slovan-bratislava-win-the-uefa-champions-league,"[""Yes"", ""No""]","[""0"", ""1""]","[""45622205931369325179928175700220180796383607885431252553724236735011164420056"", ""102651360244556795688209191713812032515024213328906724766782828794893397834010""]",32130923.31674,0.0,True,True,2025-05-31 05:00:00-07:00,2024-09-17 10:36:37.248983-07:00,,2026-02-03 22:24:51.047724,2024-09-17 10:36:37.248983,2025-05-31 05:00:00,32130923.31674
519066,0x5fc28bfcb6f16080415695b53f1f60820f403a94ce16696eea2f0085d823bc92,Will George Simion win the Romanian presidential election?,romania-presidential-election-winner-will-george-simion-win-the-romanian-presidential-election,"[""Yes"", ""No""]","[""0"", ""1""]","[""39906998422459186897731915920227947929676695276484226649445098509987541352268"", ""27804215744716732413063941336669826182851764173867962754282833425742958825900""]",31796892.976285,0.0,True,True,2025-12-31 04:00:00-08:00,2025-01-17 13:29:03.361633-08:00,,2026-02-03 22:25:01.848960,2025-01-17 13:29:03.361633,2025-12-31 04:00:00,31796892.976285
514138,0x5ce0d897bd66142c43a38204a67ad85bc3e0643382258411a5aa58ca3e825082,Will Karol Nawrocki be the next President of Poland?,will-karol-nawrocki-be-the-next-president-of-poland,"[""Yes"", ""No""]","[""1"", ""0""]","[""52378310446953465163845338048369876961360578335284428810587513450420811578746"", ""12000674920991755992211074758866949296981843307621554385852540153569787669909""]",31735999.949038,0.0,True,True,2025-05-18 05:00:00-07:00,2024-11-26 07:44:20.868949-08:00,,2026-02-03 22:24:56.619812,2024-11-26 07:44:20.868949,2025-05-18 05:00:00,31735999.949038
509091,0xcc846e4e2304f3076a69a7b8bfdc930aa6a772002a79915b741520eddb5ef492,Will the Chicago Blackhawks win the 2025 Stanley Cup?,will-the-chicago-blackhawks-win-the-2025-stanley-cup,"[""Yes"", ""No""]","[""0"", ""1""]","[""85326261489999178731044704275465030516392207588267249935815331821607609982183"", ""37781565574096253335434956498256972065687296869914017782674323511488568055259""]",31500276.745636,0.0,True,True,2025-06-23 05:00:00-07:00,2024-10-07 12:04:20.240878-07:00,,2026-02-03 22:24:52.478696,2024-10-07 12:04:20.240878,2025-06-23 05:00:00,31500276.745636
516861,0xd8b9ff369452daebce1ac8cb6a29d6817903e85168356c72812317f38e317613,"Will Bitcoin reach $1,000,000 by December 31, 2025?",will-bitcoin-reach-1000000-by-december-31-2025,"[""Yes"", ""No""]","[""0"", ""1""]","[""112540911653160777059655478391259433595972605218365763034134019729862917878641"", ""72957845969259179114974336105989648762775384471357386872640167050913336248574""]",31394607.518008,0.0,True,True,2025-12-31 04:00:00-08:00,2024-12-30 12:41:14.977618-08:00,,2026-02-03 22:24:59.475633,2024-12-30 12:41:14.977618,2025-12-31 04:00:00,31394607.518008
507304,0xeda024367dd24ff6425696d2020d4938a6143d8c58829c09e3030556d788d68a,Will Monaco win the UEFA Champions League?,will-monaco-win-the-uefa-champions-league,"[""Yes"", ""No""]","[""0"", ""1""]","[""71517566302428081369445891626726246541340256636630173887642142444532647929171"", ""98817348826172287768810827991139926829065605820624729563883368332373910163534""]",31076588.4007154,0.0,True,True,2025-05-31 05:00:00-07:00,2024-09-17 10:29:50.960042-07:00,,2026-02-03 22:24:51.047724,2024-09-17 10:29:50.960042,2025-05-31 05:00:00,31076588.4007154
516944,0xab6faa3e66abacc484bbb4bd31ae5e2a56d6f6252b5023631f1bd9e5299fa2f8,Will Donald Trump win Nobel Peace Prize in 2025?,will-donald-trump-win-nobel-peace-prize-in-2025-635,"[""Yes"", ""No""]","[""0"", ""1""]","[""110231926589098351804293174455681788984678095258631881563984268486591441074567"", ""7997695352317515524525062962990406756331391485123047293096327700752767906309""]",29847196.049885,0.0,True,True,2025-12-31 04:00:00-08:00,2024-12-31 10:04:22.961222-08:00,,2026-02-03 22:24:59.475633,2024-12-31 10:04:22.961222,2025-12-31 04:00:00,29847196.049885
525362,0x7e8953cc66f9dabfe80fb0d1a9284bffb7a293f700b21027261fade58a082d73,Will George Russell be the 2025 Drivers Champion?,will-george-russell-be-the-2025-drivers-champion,"[""Yes"", ""No""]","[""0"", ""1""]","[""107753774224203769130147553100021647266505406103101724266300142469353923873069"", ""65187476292874040011391040017409862733708080600473269395679062434092470001032""]",29698106.695952,0.0,True,True,2025-12-07 04:00:00-08:00,2025-02-26 10:26:28.214761-08:00,,2026-02-03 22:25:07.060178,2025-02-26 10:26:28.214761,2025-12-07 04:00:00,29698106.695952
507317,0x9504d1af8c51f94a1d8a2028fc28b59f11a479594407b57bcad8fb28dbf29575,Will Sturm Graz win the UEFA Champions League?,will-sturm-graz-win-the-uefa-champions-league,"[""Yes"", ""No""]","[""0"", ""1""]","[""55290617191055649411404812142415221008927557271399872127612021173828438418097"", ""13667456667969405759027938058312370321856485977251158346671995457617380250833""]",29584491.9710941,0.0,True,True,2025-05-31 05:00:00-07:00,2024-09-17 10:38:33.237815-07:00,,2026-02-03 22:24:51.047724,2024-09-17 10:38:33.237815,2025-05-31 05:00:00,29584491.9710941
521834,0x834a4109dbd18f97695e4858b3a18d21fff19bc2dc7c055f18b96843ac1de17b,Fed decreases interest rates by 50+ bps after June 2025 meeting?,fed-decreases-interest-rates-by-50-bps-after-june-2025-meeting,"[""Yes"", ""No""]","[""0"", ""1""]","[""113056471671080844361260106931306859817628421950685586233292833065866456177916"", ""106470346400467790926555598933779645014104578722467391592920204737852094642121""]",29564378.908894,0.0,True,True,2025-06-18 05:00:00-07:00,2025-02-04 13:57:44.947276-08:00,,2026-02-03 22:25:03.631640,2025-02-04 13:57:44.947276,2025-06-18 05:00:00,29564378.908894
507318,0xfd0451aa2068ff1a333b56f4b37d0dc079d38ff5d6218af9aeb93e50deddebe5,Will Stuttgart win the UEFA Champions League?,will-stuttgart-win-the-uefa-champions-league,"[""Yes"", ""No""]","[""0"", ""1""]","[""44973919629233198320208019299550353907628344038091239702042620980765304482053"", ""80316615328614184365686737715786726293325735218680092772670120008165384726907""]",29357939.5502645,0.0,True,True,2025-05-31 05:00:00-07:00,2024-09-17 10:38:53.347222-07:00,,2026-02-03 22:24:51.047724,2024-09-17 10:38:53.347222,2025-05-31 05:00:00,29357939.5502645
521836,0xffdd774123c13df21ce755bfd4f65bde47a74f1377ea73c8b130d84c59831173,No change in Fed interest rates after June 2025 meeting?,no-change-in-fed-interest-rates-after-june-2025-meeting,"[""Yes"", ""No""]","[""1"", ""0""]","[""68046695472248272727543027597015771748863497493648721835081384395985280231101"", ""76716978061000337976118775823237305754635471486273544675473025333022147209928""]",28071372.791282,0.0,True,True,2025-06-18 05:00:00-07:00,2025-02-04 13:57:45.490441-08:00,,2026-02-03 22:25:03.631640,2025-02-04 13:57:45.490441,2025-06-18 05:00:00,28071372.791282
507309,0x921e34141afd24816bd0ab761487ece71b8aa15157f1500e272aed6a90ee1c3e,Will Red Bull Salzburg win the UEFA Champions League?,will-red-bull-salzburg-win-the-uefa-champions-league,"[""Yes"", ""No""]","[""0"", ""1""]","[""97778723840960365789832465053556885490706700387581982927892974660188880100272"", ""15569236600796961170271518760950049773445539237034819986047477047812984744487""]",27714016.7026868,0.0,True,True,,2024-09-17 10:31:50.588738-07:00,,2026-02-03 22:24:51.047724,2024-09-17 10:31:50.588738,,27714016.7026868
507288,0xe88dc3c12f17baf276d8a018cdc6ff3b40e7c3be42d646a0fc8e06696db97c33,Will Atletico Madrid win the UEFA Champions League?,will-atletico-madrid-win-the-uefa-champions-league,"[""Yes"", ""No""]","[""0"", ""1""]","[""108455658871593933281610100985335550824316005504750317167886921837210241495309"", ""5018817901111982878728176956282553123786192040644922757050681836478011775649""]",27136004.4218702,0.0,True,True,2025-05-31 05:00:00-07:00,2024-09-17 10:22:09.697435-07:00,,2026-02-03 22:24:51.047724,2024-09-17 10:22:09.697435,2025-05-31 05:00:00,27136004.4218702
521837,0x3a92a26ce837b361bd044acc2c0b81346ad66e9a891fc5ad27b9a35e6701c6e7,Fed increases interest rates by 25+ bps after June 2025 meeting?,fed-increases-interest-rates-by-25-bps-after-june-2025-meeting,"[""Yes"", ""No""]","[""0"", ""1""]","[""53773496600623227278718953583260706698915942265798082890170993921603893162994"", ""1181333413366794698443015859124945447083985733455093288678334804747057699199""]",26912558.981079,0.0,True,True,2025-06-18 05:00:00-07:00,2025-02-04 13:57:45.734461-08:00,,2026-02-03 22:25:03.631640,2025-02-04 13:57:45.734461,2025-06-18 05:00:00,26912558.981079
507299,0xb7fb3f239091d211540f4672c95f624f891a9ed84cbb912621cd0768af9d3743,Will Girona win the UEFA Champions League?,will-girona-win-the-uefa-champions-league,"[""Yes"", ""No""]","[""0"", ""1""]","[""101770859829374903348886517912677284692367552059918846507980000514220776886186"", ""20074481653660245629534131074066642938393229821432415271134727863945963118913""]",26451524.6750097,0.0,True,True,2025-05-31 05:00:00-07:00,2024-09-17 10:26:54.380708-07:00,,2026-02-03 22:24:51.047724,2024-09-17 10:26:54.380708,2025-05-31 05:00:00,26451524.6750097
507311,0x9de98a4e1f5736ced9bdb199025024b77c1a0df3927c651b4e60a33fb4289695,Will Shakhtar Donetsk win the UEFA Champions League?,will-shakhtar-donetsk-win-the-uefa-champions-league,"[""Yes"", ""No""]","[""0"", ""1""]","[""102006319303460238827563664446951754516041393632850360444322469125777577388771"", ""109788973099970019996072517823266794542154906066004680247007602517078576240900""]",25469002.1878365,0.0,True,True,2025-05-31 05:00:00-07:00,2024-09-17 10:36:10.084639-07:00,,2026-02-03 22:24:51.047724,2024-09-17 10:36:10.084639,2025-05-31 05:00:00,25469002.1878365
506745,0xab608570086569af43cff6c998de1de6859af5261d6c3b1003d1ffa3f91a7e8a,West Ham United wins the Premier League?,west-ham-united-wins-the-premier-league,"[""Yes"", ""No""]","[""0"", ""1""]","[""82073988280592324615050680129688483341908278409135784607049200117978339925598"", ""22249477968545821811494647945513639266802107935449057913816832870446535380877""]",25297879.8134599,0.0,True,True,2025-05-25 05:00:00-07:00,2024-09-09 12:34:49.183167-07:00,,2026-02-03 22:24:50.543523,2024-09-09 12:34:49.183167,2025-05-25 05:00:00,25297879.8134599
516846,0xb1a6136ad23d19526c4929d2e79c79e999628de931ca2475d138fb31637fd2c4,Will Saudi Aramco be the largest company in the world by market cap on December 31?,will-saudi-aramco-be-the-largest-company-in-the-world-by-market-cap-on-december-31,"[""Yes"", ""No""]","[""0"", ""1""]","[""68139167816966444400203701872723030754694483720831257634095589500048189850577"", ""54718098919504078937554823486769127023221447598243869592589931831391084263675""]",25240782.288934,0.0,True,True,2025-12-31 04:00:00-08:00,2024-12-30 09:31:17.463555-08:00,,2026-02-03 22:24:59.475633,2024-12-30 09:31:17.463555,2025-12-31 04:00:00,25240782.288934
506738,0xde8ca3ccc8e3de8f8325258b4c99f704ae8084b07b00666097223f25351ab1f1,Ipswich Town wins the Premier League?,ipswich-town-wins-the-premier-league,"[""Yes"", ""No""]","[""0"", ""1""]","[""70352482658645709024179370186115132584884064404107291297482334008072251797324"", ""105475298390175064342936567234818530090075600656880507695081134860977889421184""]",25067843.3244858,0.0,True,True,2025-05-25 05:00:00-07:00,2024-09-09 12:31:14.421226-07:00,,2026-02-03 22:24:50.543523,2024-09-09 12:31:14.421226,2025-05-25 05:00:00,25067843.3244858
507405,0xc5f98eb484b9ff5c33ed17906eac4b3784eb4ca3928a5bd0b9d15175a4fd1a02,Will Sevilla FC win La Liga?,will-sevilla-fc-win-la-liga,"[""Yes"", ""No""]","[""0"", ""1""]","[""38628846783848374790788419332941417404219209537300558659470133068892420322477"", ""103960337987570776028505704396242369891739010004962019206061306945973708713914""]",24658718.6499668,0.0,True,True,2025-05-25 05:00:00-07:00,2024-09-17 19:41:54.357608-07:00,,2026-02-03 22:24:51.047724,2024-09-17 19:41:54.357608,2025-05-25 05:00:00,24658718.6499668
512250,0xd6c186dd4a5167684c27462d0bb541bd22ca4861298c00ade1991c6240364762,Will Trump create Bitcoin reserve in first 100 days?,will-trump-create-a-national-bitcoin-reserve-in-his-first-100-days,"[""Yes"", ""No""]","[""0"", ""1""]","[""102876909107184446484962995174710572858190376964139447948263895643413242660677"", ""15260030474401637547988724347750124574588252581599474544130642926166584463581""]",23324353.367396,0.0,True,True,2025-04-29 05:00:00-07:00,2024-11-06 15:05:42.309468-08:00,,2026-02-03 22:24:54.975476,2024-11-06 15:05:42.309468,2025-04-29 05:00:00,23324353.367396
508825,0xb2e47b4a917489fd7f6b3aae5cc8f00955370864c72de45e6b5176279302a211,Will the Portland Trail Blazers win the Western Conference?,will-the-portland-trail-blazers-win-the-western-conference,"[""Yes"", ""No""]","[""0"", ""1""]","[""13383367072237969503524105048553514824315744040611547842285275567950973077895"", ""80016460525398117556162884043548586994801133632567115713602326073264417712275""]",23193818.2541841,0.0,True,True,2025-06-05 05:00:00-07:00,2024-10-03 15:19:43.809273-07:00,,2026-02-03 22:24:52.078627,2024-10-03 15:19:43.809273,2025-06-05 05:00:00,23193818.2541841
507314,0xba9b415a5b642f5b483c6ca06641e5b0db60ed7ac60e4011d0c99282c67cc201,Will Sporting CP win the UEFA Champions League?,will-sporting-cp-win-the-uefa-champions-league,"[""Yes"", ""No""]","[""0"", ""1""]","[""53520643814145121239570506772785034838011755385612596999455838912326504705700"", ""79269759190041762073474108043729751419143181035679015534870805441386003818525""]",22953896.156353,0.0,True,True,2025-05-31 05:00:00-07:00,2024-09-17 10:37:31.718322-07:00,,2026-02-03 22:24:51.047724,2024-09-17 10:37:31.718322,2025-05-31 05:00:00,22953896.156353
507298,0xd3ba7529a09565c7b00390e2f0f8440e30e48bb7216e7e6fa5d65e545db1862e, Will Feyenoord win the UEFA Champions League?,will-feyenoord-win-the-uefa-champions-league,"[""Yes"", ""No""]","[""0"", ""1""]","[""65117701119709531412392677232866966551452961351670853332940015806554443564853"", ""94438162838420376399613194892459057106520405049239490011889344405040186301215""]",22723022.6502971,0.0,True,True,,2024-09-17 10:26:37.404234-07:00,,2026-02-03 22:24:51.047724,2024-09-17 10:26:37.404234,,22723022.6502971
507888,0xbeea0aff752734aa33484711d15695dff9694b2092a8c0ab71fbf2ec74e7fb11,Will the Orlando Magic win the 2025 NBA Finals?,will-the-orlando-magic-win-the-2025-nba-finals,"[""Yes"", ""No""]","[""0"", ""1""]","[""103763229757259934585154385203172143026994251635263937767264658397198729658471"", ""68785563375075269424481143248761740566978389338061376061637854916155243992806""]",22654093.030353,0.0,True,True,2025-06-23 05:00:00-07:00,2024-09-24 08:31:02.732122-07:00,,2026-02-03 22:24:51.447103,2024-09-24 08:31:02.732122,2025-06-23 05:00:00,22654093.030353
507404,0x4a64f9884cca36e19d0647221e43dd231489b675b66e993a0493903323ff080c,Will Valencia CF win La Liga?,will-valencia-cf-win-la-liga,"[""Yes"", ""No""]","[""0"", ""1""]","[""104906427499249915116017760070243351638232899752272463356745349422486206444474"", ""32762792619869235910418970309397431555606541643405931988282910975542479931857""]",22406816.3646214,0.0,True,True,2025-05-25 05:00:00-07:00,2024-09-17 19:41:25.796634-07:00,,2026-02-03 22:24:51.047724,2024-09-17 19:41:25.796634,2025-05-25 05:00:00,22406816.3646214
521835,0x872c8e9a4e4808a2ab714c267bd8a93f63cb739c853d7e4de2b42009e73f9b3f,Fed decreases interest rates by 25 bps after June 2025 meeting?,fed-decreases-interest-rates-by-25-bps-after-june-2025-meeting,"[""Yes"", ""No""]","[""0"", ""1""]","[""72590024726245493077522454398168089576836207607927418208000602748203871211427"", ""36390717936372746391289704283263123445079118730599731659392294228980748319183""]",22347675.300958,0.0,True,True,2025-06-18 05:00:00-07:00,2025-02-04 13:57:45.227112-08:00,,2026-02-03 22:25:03.631640,2025-02-04 13:57:45.227112,2025-06-18 05:00:00,22347675.300958
507319,0xeb67c932740eec9d25d7e540252090a03624625b8d2de78f92c208e53bf5f078,Will Young Boys win the UEFA Champions League?,will-young-boys-win-the-uefa-champions-league,"[""Yes"", ""No""]","[""0"", ""1""]","[""41079422079061970314632168616937958285209234875385264036673909853388639674518"", ""7203516119745740861697428759566945368946657917145171877274880291784445738909""]",22343123.836472,0.0,True,True,2025-05-31 05:00:00-07:00,2024-09-17 10:39:13.583999-07:00,,2026-02-03 22:24:51.047724,2024-09-17 10:39:13.583999,2025-05-31 05:00:00,22343123.836472
519776,0x10bb455936cf8f22777bdb8d3a1b97760cae2215d60c15001c5d252c0f26478e,Fed decreases interest rates by 50+ bps after May 2025 meeting?,fed-decreases-interest-rates-by-50-bps-after-may-2025-meeting,"[""Yes"", ""No""]","[""0"", ""1""]","[""10794957769206219547174568045572239474096710780259256507519900112979835465721"", ""27981687390827806168890380876403949931406164510761568138358607281408331693721""]",22089574.500042,0.0,True,True,2025-05-07 05:00:00-07:00,2025-01-23 11:07:41.022079-08:00,,2026-02-03 22:25:02.266334,2025-01-23 11:07:41.022079,2025-05-07 05:00:00,22089574.500042
507398,0x7da6e2fbf085bff83d6da206fda2cd42ba8fb35f3eb98ddc0fc16634604eb1da,Will Girona FC win La Liga?,will-girona-fc-win-la-liga,"[""Yes"", ""No""]","[""0"", ""1""]","[""77249408121500465543133005338729954173954846453554496082095688236951180530513"", ""10200951460399173862579072493147847052434501635968270413942430665969914133377""]",21954118.510273,0.0,True,True,2025-05-25 05:00:00-07:00,2024-09-17 19:37:54.547574-07:00,,2026-02-03 22:24:51.047724,2024-09-17 19:37:54.547574,2025-05-25 05:00:00,21954118.510273
508801,0xd7c733237a4b3526149b88fd91044fbec5a3a7c7e4995f18172e677b49ee4a7d,Will the Brooklyn Nets win the Eastern Conference?,will-the-brooklyn-nets-win-the-eastern-conference,"[""Yes"", ""No""]","[""0"", ""1""]","[""27679283009281140906494418216675196793239046563571103977982830105929636374745"", ""30032725035786522035464730245206203779408629685215164802959754874012430411223""]",21812165.00846,0.0,True,True,2025-06-05 05:00:00-07:00,2024-10-03 14:57:40.290787-07:00,,2026-02-03 22:24:52.078627,2024-10-03 14:57:40.290787,2025-06-05 05:00:00,21812165.00846
519777,0xc5821602b440e61665dce5dcdc0fd20153864ba185d26a13e9be80fe98bb9e97,Fed decreases interest rates by 25 bps after May 2025 meeting?,fed-decreases-interest-rates-by-25-bps-after-may-2025-meeting,"[""Yes"", ""No""]","[""0"", ""1""]","[""26743053013371365007476551740114280533872198414218154821939946443052738700427"", ""46427314982690900148482746737016368405968699801898624292882516041999385167082""]",21653201.774564,0.0,True,True,2025-05-07 05:00:00-07:00,2025-01-23 11:07:41.305869-08:00,,2026-02-03 22:25:02.266334,2025-01-23 11:07:41.305869,2025-05-07 05:00:00,21653201.774564
506741,0x940480935f624dee9e9fa9820159dfdecae3b20b85f9f96a59d54c8fff63daf9,Newcastle United wins the Premier League?,newcastle-united-wins-the-premier-league,"[""Yes"", ""No""]","[""0"", ""1""]","[""107702219978983602967102884794835839587439782377291063516912032944463408076101"", ""101248361170903042526900263765150194643578235056478123366637582686148993260063""]",21287440.646068,0.0,True,True,2025-05-25 05:00:00-07:00,2024-09-09 12:32:46.177704-07:00,,2026-02-03 22:24:50.543523,2024-09-09 12:32:46.177704,2025-05-25 05:00:00,21287440.646068
507296,0xb00aab48f34c40b2e127a4f7bd71fd6bd4047e33749efc3a4c70349557a266b2,Will Club Brugge win the UEFA Champions League?,will-club-brugge-win-the-uefa-champions-league,"[""Yes"", ""No""]","[""0"", ""1""]","[""25830717788703900435139665567682582460589333146780792394437798648812658194845"", ""87558727883926533644931711666775871009687744283728096613556652163724935252114""]",20699749.799626,0.0,True,True,2025-05-31 05:00:00-07:00,2024-09-17 10:26:01.283643-07:00,,2026-02-03 22:24:51.047724,2024-09-17 10:26:01.283643,2025-05-31 05:00:00,20699749.799626
519778,0xffffb2874475ae9c1e3a0e3c3c4b4e329eb3105427aa484f357bf41c5fd77c4f,No change in Fed interest rates after May 2025 meeting?,no-change-in-fed-interest-rates-after-may-2025-meeting,"[""Yes"", ""No""]","[""1"", ""0""]","[""11948977256049640505529515118442328278366541768796561243240603850147585003221"", ""37751409168070890064130120440261893477731574247683404267820510185194430319527""]",20629387.641397,0.0,True,True,2025-05-07 05:00:00-07:00,2025-01-23 11:07:41.675536-08:00,,2026-02-03 22:25:02.266334,2025-01-23 11:07:41.675536,2025-05-07 05:00:00,20629387.641397
525361,0x9c60e608e40b658cf15c18b0aaaddda7c6614e66187ec4ecc34be6c8526ef16f,Will Lewis Hamilton be the 2025 Drivers Champion?,will-lewis-hamilton-be-the-2025-drivers-champion,"[""Yes"", ""No""]","[""0"", ""1""]","[""57828838649055202199104198308536226251146563263826666580894469278188887798990"", ""100795298717494940959332284531308665035874275901738725662061669815932189518299""]",20546601.59142,0.0,True,True,2025-12-07 04:00:00-08:00,2025-02-26 10:26:27.761644-08:00,,2026-02-03 22:25:07.060178,2025-02-26 10:26:27.761644,2025-12-07 04:00:00,20546601.59142
507284,0x1af6dd3e572d4a2bb12f326ad8cbc20971b2066e05e97469d32646f696d066b8,Will AC Milan win the UEFA Champions League?,will-ac-milan-win-the-uefa-champions-league,"[""Yes"", ""No""]","[""0"", ""1""]","[""89925071669482177279606210232697536873911441647188675528918187422501555348116"", ""93576638573334689458664466329746626290741535052247181713007453964803875514069""]",20482954.41667,0.0,True,True,2025-05-31 05:00:00-07:00,2024-09-17 10:20:17.756723-07:00,,2026-02-03 22:24:51.047724,2024-09-17 10:20:17.756723,2025-05-31 05:00:00,20482954.41667
507866,0x5f437a76e4e76fbe81b4269e5f8ffd98ade4751ec849baa0a68284723645904d,Will the Houston Rockets win the 2025 NBA Finals?,will-the-houston-rockets-win-the-2025-nba-finals,"[""Yes"", ""No""]","[""0"", ""1""]","[""114498674664747165339015323604447864593755086767230574975645203019886592862371"", ""68723566181261549724945740794793819954031394976897417557628591067577109106213""]",20431507.65441,0.0,True,True,2025-06-23 05:00:00-07:00,2024-09-24 08:22:40.522919-07:00,,2026-02-03 22:24:51.447103,2024-09-24 08:22:40.522919,2025-06-23 05:00:00,20431507.65441
507294,0x9a5759b5121f0efc7e725deeb95b2599c2d8c197d750120e491af3d808943935,Will Borussia Dortmund win the UEFA Champions League?,will-borussia-dortmund-win-the-uefa-champions-league,"[""Yes"", ""No""]","[""0"", ""1""]","[""107355849066968464444645551884751626662203097526366743372006702997198099468113"", ""110711422135066764127108937054863461194111120397252457104817414331570105668583""]",20166955.363376,0.0,True,True,2025-05-31 05:00:00-07:00,2024-09-17 10:25:22.617605-07:00,,2026-02-03 22:24:51.047724,2024-09-17 10:25:22.617605,2025-05-31 05:00:00,20166955.363376
509099,0xf0f0189519f8b6a4a96677ade840c6a39b3d1df83205c143f998cc4c2e87f59f,Will the Montreal Canadiens win the 2025 Stanley Cup?,will-the-montreal-canadiens-win-the-2025-stanley-cup,"[""Yes"", ""No""]","[""0"", ""1""]","[""1171397316576876325691087430011198069995539932090557938330054678598365232451"", ""12587249270383995519477770676201713795766642272341462128076799685545985130168""]",20010091.315551,0.0,True,True,2025-06-23 05:00:00-07:00,2024-10-07 12:19:51.351698-07:00,,2026-02-03 22:24:52.478696,2024-10-07 12:19:51.351698,2025-06-23 05:00:00,20010091.315551
507302,0xcf6ee989453b44e532516119deeb5b581119bd0f09e065b4adec62ab280744d8,Will Lille win the UEFA Champions League?,will-lille-win-the-uefa-champions-league,"[""Yes"", ""No""]","[""0"", ""1""]","[""102005393153954001616156555364526298244258903553193640605945603006929523666032"", ""77316724802551694683277327217954365532922125780406019833399005799905794817141""]",19772120.9330179,0.0,True,True,2025-05-31 05:00:00-07:00,2024-09-17 10:27:52.778322-07:00,,2026-02-03 22:24:51.047724,2024-09-17 10:27:52.778322,2025-05-31 05:00:00,19772120.9330179
507295,0xf1f68f8726c496661aa48560424dda3203b709fb76abb79c29aa16d4eb8911fc,Will Celtic win the UEFA Champions League?,will-celtic-win-the-uefa-champions-league,"[""Yes"", ""No""]","[""0"", ""1""]","[""96409921834430325237504482324908580242167344253768717891284455957468253163186"", ""49548736584935163019302351838687116176715124177277906715859835467587184198457""]",19306736.3224968,0.0,True,True,2025-05-31 05:00:00-07:00,2024-09-17 10:25:43.460059-07:00,,2026-02-03 22:24:51.047724,2024-09-17 10:25:43.460059,2025-05-31 05:00:00,19306736.3224968
516863,0x4e2887e913cd6e091c9b07b5e4013b24f372453efa6f11a0b0c5f65371729cf4,"Will Bitcoin reach $200,000 by December 31, 2025?",will-bitcoin-reach-200000-by-december-31-2025,"[""Yes"", ""No""]","[""0"", ""1""]","[""85949163243245471221790979452091560100141884930227668573477517865165344048388"", ""36921569939440488689507126893181296483417102090221899052515362361275875175227""]",19275707.736605,0.0,True,True,2025-12-31 04:00:00-08:00,2024-12-30 12:43:40.292689-08:00,,2026-02-03 22:24:59.475633,2024-12-30 12:43:40.292689,2025-12-31 04:00:00,19275707.736605
516878,0xeeb92ddd77d671d1f9ea1f5727208d1fa91896a6d1f657fdcd7c9d578fe5c46c,"Will Ethereum hit $5,000 by December 31?",will-ethereum-hit-5000-by-december-31-796-376,"[""Yes"", ""No""]","[""0"", ""1""]","[""96638575418189284731461006608299472691495172793493062289677934142140726427384"", ""101047384638948889500274126169139867032724036159322634390400440566762028472215""]",18467737.400303,0.0,True,True,2025-12-31 04:00:00-08:00,2024-12-30 13:11:24.320452-08:00,,2026-02-03 22:24:59.475633,2024-12-30 13:11:24.320452,2025-12-31 04:00:00,18467737.400303
507400,0xf47e011bd226aadfb048aff7a6f9e67c1be56ab8635407aac93d8879389a2830,Will Real Sociedad win La Liga?,will-real-sociedad-win-la-liga,"[""Yes"", ""No""]","[""0"", ""1""]","[""2115765423076462262075653164249247668884040816146966043609551811123956107579"", ""111855271176780505982212398915185362987044522708258576742630428996193755286659""]",18436538.011735,0.0,True,True,2025-05-25 05:00:00-07:00,2024-09-17 19:39:29.737502-07:00,,2026-02-03 22:24:51.047724,2024-09-17 19:39:29.737502,2025-05-25 05:00:00,18436538.011735
